circuit,image_rows,image_cols,barcode_rows,barcode_cols,max_rows,max_cols,max_ec_level,chunk_size,prover_time_1,prover_time_2,prover_time_3,prover_time_4,prover_time_5,prover_ram_1,prover_ram_2,prover_ram_3,prover_ram_4,prover_ram_5,verifier_time_1,verifier_time_2,verifier_time_3,verifier_time_4,verifier_time_5,verifier_ram_1,verifier_ram_2,verifier_ram_3,verifier_ram_4,verifier_ram_5
check_num_cw,480,640,462,580,90,30,1,10,1770.23,1759.92,1770.49,2130.17,1736.75,2553804,2556324,2556388,2556232,2557120,37.94,37.76,39.07,37.74,37.83,27340,27884,27836,29020,27368
check_num_cw,480,640,462,580,90,30,5,10,1789.81,1750.66,1769.86,1810.01,1748.65,2558048,2553588,2554700,2553100,2555572,37.95,37.46,39.48,38.97,37.78,28004,27844,27884,27844,27492
check_num_cw,480,640,462,580,90,30,8,10,1791.39,1781.9,1783.05,1770.99,1759.84,2556048,2557012,2552692,2557664,2559252,37.37,37.45,38.97,38.03,39.04,27856,27868,26780,28444,27444
check_num_cw,720,1080,720,1030,3,2,0,10,3624.74,3366.96,3436.56,3517.29,3603.73,4970616,4968964,4965868,4968676,4972792,19.37,19.84,19.61,19.42,18.76,17760,17136,17180,16148,17092
check_num_cw,720,1080,720,1030,3,2,1,10,3558.03,4643.27,3259.33,3582.98,3604.33,4961792,4965400,4972448,4973628,4967012,19.67,19.33,19.08,18.99,19.6,17060,17172,16600,17164,16668
check_num_cw,720,1080,720,1026,10,6,0,9,3705.43,3747.64,3754.92,3779.96,3708.98,5079472,5089888,5087896,5088992,5088388,21.73,22.33,24.15,21.49,28.5,16052,16568,17612,17216,17660
check_num_cw,720,1080,720,1026,10,6,1,9,3367.04,3629.33,3691.47,3600.88,3626.18,5088532,5089512,5087860,5090936,5088376,21.76,28.55,21.65,21.99,21.92,17756,16668,16624,16648,17724
check_num_cw,720,1080,693,870,21,13,0,10,2378.45,2389.58,2361.36,2385.09,2379.19,3236700,3235800,3235460,3233668,3236220,30.02,22.24,21.79,21.89,21.96,16628,16672,18744,17724,17204
check_num_cw,720,1080,693,870,21,13,1,10,2366.67,2420.81,2392.32,2341.56,2363.4,3236664,3236240,3240284,3240008,3237172,29.59,22.63,24.97,22.08,22.41,18164,18220,16680,16028,16596
check_num_cw,720,1080,693,870,21,13,5,10,2367.78,2389.61,2330.69,2388.81,2355.79,3239372,3239072,3236372,3239892,3238844,29.95,24.51,22.01,22.33,21.58,17708,17124,17672,17100,17192
check_num_cw,720,1080,693,870,60,20,0,10,3308.39,3336.48,3337.06,3363.03,3311.76,4959032,4959932,4961556,4959588,4956352,30.55,30.28,29.87,30.0,30.25,20840,21680,21772,21188,21744
check_num_cw,720,1080,693,870,60,20,1,10,3327.72,3342.52,3353.65,3244.94,3374.8,4952296,4961960,4956432,4960380,4960488,30.94,29.96,31.28,30.92,30.67,20648,21696,22320,21240,22276
check_num_cw,720,1080,693,870,60,20,5,10,3288.54,3256.12,3386.46,3312.36,3336.22,4949492,4953000,4957592,4957476,4959824,30.12,30.58,31.4,31.8,31.33,22372,22252,21220,21264,22340
check_num_cw,720,1080,693,870,60,20,8,10,3367.53,3302.03,3402.34,3318.23,3349.59,4965648,4959520,4966228,4964784,4955908,30.85,30.67,30.51,30.6,29.82,20704,21104,21196,21212,21836
check_num_cw,720,1080,693,870,90,30,0,10,3461.92,3440.79,3488.64,3555.63,3517.11,5104040,5110920,5113080,5111668,5087392,38.83,38.87,38.26,39.39,38.84,27924,27364,27876,27972,26936
check_num_cw,720,1080,693,870,90,30,1,10,3458.05,3625.57,3569.13,3527.81,3486.73,5095688,5111704,5099376,5110756,5110028,38.01,37.83,38.52,38.0,38.28,26348,26924,27332,27420,27444
check_num_cw,720,1080,693,870,90,30,5,10,3481.18,3474.62,3530.67,3274.01,3421.6,5106200,5111704,5106552,4990456,5110184,37.41,37.71,38.91,37.77,37.9,28440,27336,27984,27432,27852
check_num_cw,720,1080,693,870,90,30,8,10,3512.64,3470.43,3544.74,3513.3,3493.95,5101512,5101512,5075264,5103952,5098620,39.43,37.77,38.14,38.23,37.65,26820,27516,27892,27448,26316
check_num_cw,48,144,48,120,3,3,0,10,69.49,69.18,69.93,69.58,69.05,66812,66320,66340,65772,66228,19.19,18.92,18.93,19.48,19.44,17596,17188,16164,16152,16644
check_num_cw,48,144,48,120,3,3,1,10,68.3,70.53,68.73,70.17,68.48,67464,67244,67452,66824,66780,19.0,19.49,19.34,19.29,19.34,16100,16480,17216,18228,16144
check_num_cw,144,192,144,120,3,3,0,10,141.15,143.28,144.91,144.41,144.18,175944,176672,176056,176672,176168,19.12,19.96,19.36,19.15,19.23,16148,17136,15552,17208,16064
check_num_cw,144,192,144,120,3,3,1,10,144.99,144.81,160.57,144.35,141.29,176256,176316,176360,175900,176584,21.58,18.99,19.11,18.98,19.3,16108,16624,16664,16140,15588
check_num_cw,288,384,288,360,3,3,0,10,473.83,455.95,475.02,465.85,461.32,686976,684064,684552,688028,688128,19.72,18.97,19.55,19.26,19.06,17172,17232,16656,17136,16648
check_num_cw,288,384,288,360,3,3,1,10,473.42,470.21,468.6,462.91,466.52,682968,680684,687480,688536,687184,19.72,19.63,19.46,19.59,19.37,16636,17204,17124,17236,16564
check_num_cw,480,640,480,600,3,3,0,10,1068.53,1062.97,1067.47,1072.47,1063.63,1524524,1524328,1524188,1525552,1524620,19.26,19.55,19.5,26.63,19.65,16580,17108,17072,17256,16100
check_num_cw,480,640,480,600,3,3,1,10,1076.33,1071.33,1058.83,1060.58,1059.08,1527400,1529452,1529640,1526828,1526724,19.34,19.4,19.24,19.8,19.42,17180,17100,16576,16676,16112
check_num_cw,720,1080,702,1080,3,3,0,10,3359.9,3345.1,3312.42,3373.51,3555.14,4997548,5006144,5005380,5006120,5008788,19.45,19.26,19.26,19.04,19.87,16096,16680,17716,17628,17104
check_num_cw,720,1080,702,1080,3,3,1,10,3373.36,3383.57,3643.38,3243.23,3523.91,5004676,4999100,5006184,5009308,5003744,22.88,25.78,19.55,19.81,22.79,16572,17112,16732,17260,16612
codewords_to_chars,288,384,273,290,90,30,0,10,1511.53,1523.33,1551.55,1547.9,1557.12,1402784,1391720,1408108,1398880,1407036,144.08,141.99,144.57,141.87,143.88,148328,148296,148420,148432,147768
codewords_to_chars,288,384,273,290,90,30,1,10,1502.3,1543.44,1531.65,1504.71,1540.07,1403608,1394824,1387180,1390668,1390604,143.25,141.13,149.46,141.95,143.96,148288,148192,148292,148688,149208
codewords_to_chars,288,384,288,309,3,2,0,3,854.72,886.11,855.93,854.58,879.38,1259948,1262112,1260604,1262304,1263088,29.96,30.74,30.17,30.55,30.83,21696,20704,20304,20776,21192
codewords_to_chars,288,384,288,309,3,2,1,3,874.7,859.94,865.47,864.21,873.73,1259572,1259448,1260024,1259656,1259528,30.21,30.95,31.1,30.38,30.4,22372,20752,21768,21848,22792
codewords_to_chars,288,384,280,342,10,6,0,9,534.99,535.69,545.45,545.43,538.25,711384,712088,712404,710908,713428,30.71,31.11,30.97,31.48,31.69,21180,21196,22232,21740,21816
codewords_to_chars,288,384,273,290,21,13,0,10,654.63,669.53,676.08,675.1,661.93,739144,737052,739668,738716,738836,51.15,51.21,51.23,52.27,51.32,40644,39188,40188,40108,39596
codewords_to_chars,288,384,273,290,21,13,1,10,652.28,654.27,660.56,672.95,678.0,731292,731580,731620,731492,731352,51.22,51.23,51.0,51.44,51.45,38240,39108,39624,39672,38628
codewords_to_chars,288,384,273,290,21,13,5,10,649.93,666.44,663.09,662.97,671.61,740104,739712,740412,741580,740416,51.47,51.02,50.94,51.27,51.3,40748,38684,39188,39684,39772
codewords_to_chars,288,384,273,290,60,20,0,10,1021.07,1043.04,1020.54,1016.46,1030.23,945700,943436,944728,943736,944280,82.4,82.53,82.75,81.85,81.79,79680,78664,79212,79748,79660
codewords_to_chars,288,384,273,290,60,20,1,10,1055.18,1042.59,1043.81,1050.8,1040.26,946596,946116,948076,940660,946084,81.83,83.97,82.04,83.34,83.66,79212,78144,78208,78100,78580
codewords_to_chars,288,384,273,290,60,20,5,10,1049.85,1030.01,1049.33,1042.53,1036.78,949816,953720,954924,953700,952228,82.66,83.96,93.42,82.5,82.1,78604,79168,79656,78544,77568
codewords_to_chars,288,384,273,290,60,20,8,10,1040.06,1041.24,1055.2,1019.59,1021.82,947928,943632,946232,950136,945344,82.32,82.98,82.39,83.96,82.1,79688,78592,79680,78660,79684
codewords_to_chars,288,384,273,290,90,30,0,10,1585.44,1499.07,1531.12,1545.09,1558.16,1396508,1396080,1386312,1406140,1401320,144.63,143.76,142.62,141.94,143.9,148384,148916,148320,149436,149800
codewords_to_chars,288,384,273,290,90,30,1,10,1515.13,1532.87,1533.82,1538.63,1523.01,1395132,1397752,1391480,1386496,1398144,140.57,141.6,142.05,141.56,140.31,148232,148808,148272,148820,147768
codewords_to_chars,288,384,273,290,90,30,5,10,1531.61,1604.45,1533.94,1557.02,1516.21,1389140,1389380,1378388,1395544,1396072,141.28,145.03,141.97,142.17,141.89,150060,148404,147960,147888,148924
codewords_to_chars,288,384,273,290,90,30,8,10,1559.44,1545.12,1526.07,1546.62,1526.26,1396372,1399888,1392808,1391084,1390092,142.78,145.22,152.97,143.47,146.36,148268,147824,148888,148908,149384
codewords_to_chars,480,640,468,618,3,2,0,6,1684.61,1658.76,1636.14,1625.14,1689.45,2514684,2513972,2513608,2514524,2514956,31.11,30.68,30.92,30.57,30.87,21728,20724,20192,21856,20236
codewords_to_chars,480,640,468,618,3,2,1,6,1655.94,1614.64,1632.43,1659.78,1658.47,2515048,2515028,2513568,2513176,2512808,31.02,30.65,30.55,30.83,30.74,20276,21348,21264,21776,21732
codewords_to_chars,480,640,480,513,10,6,0,9,1108.53,1105.3,1120.95,1079.48,1096.93,1515392,1516840,1516484,1515928,1513916,31.2,30.72,30.95,32.03,30.94,21864,21788,21220,22224,22800
codewords_to_chars,480,640,462,580,21,13,0,10,1490.85,1277.99,1324.31,1296.35,1324.45,1619276,1618960,1617816,1621080,1618604,51.77,51.6,51.0,51.07,50.82,39636,38672,39628,38724,39648
codewords_to_chars,480,640,462,580,21,13,1,10,1320.19,1310.8,1300.56,1321.89,1321.74,1610908,1610872,1614212,1613224,1612312,51.06,51.1,50.58,56.75,51.3,39668,39572,39112,38652,38620
codewords_to_chars,480,640,462,580,21,13,5,10,1269.26,1320.33,1260.3,1472.75,1312.42,1621640,1619696,1622004,1620692,1617480,51.29,51.11,51.31,51.96,51.15,39680,39184,39112,40164,39736
codewords_to_chars,480,640,462,580,60,20,0,10,1731.5,1812.53,1742.44,1758.72,1800.53,1784720,1785708,1786084,1776336,1783612,82.72,83.46,82.88,82.21,82.22,79184,78576,79172,78656,78048
codewords_to_chars,480,640,462,580,60,20,1,10,1841.03,1763.83,1770.59,1781.39,1811.01,1790860,1795408,1796748,1781192,1793416,82.84,82.65,82.79,81.54,83.35,77572,79192,79160,79204,78568
codewords_to_chars,480,640,462,580,60,20,5,10,1786.75,1725.24,2079.76,1815.61,1770.47,1792596,1794764,1798836,1796684,1790976,83.84,82.79,81.77,82.51,104.14,79092,79600,79052,79720,79656
codewords_to_chars,480,640,462,580,60,20,8,10,1730.17,2065.56,1789.62,1873.02,1780.94,1791744,1792368,1793348,1788116,1792260,82.43,82.12,83.42,83.75,82.15,78640,79148,78760,78684,79292
codewords_to_chars,480,640,462,580,90,30,0,10,2599.66,2674.87,2792.74,2690.33,2613.56,2884188,2878588,2854048,2867636,2857196,141.35,142.05,142.32,141.56,142.03,148816,149016,147808,148448,148916
codewords_to_chars,480,640,462,580,90,30,1,10,2653.89,2598.0,2720.84,2659.77,2617.85,2873404,2877556,2872028,2877832,2874308,141.65,141.89,141.7,142.01,142.97,148812,148732,148872,149336,148804
codewords_to_chars,480,640,468,618,3,2,0,6,1714.06,1991.17,1659.02,1647.27,1664.13,2512520,2512920,2514740,2509988,2517048,30.23,30.3,30.3,31.07,30.01,21280,20732,22244,21840,20176
codewords_to_chars,480,640,468,618,3,2,1,6,1654.88,1622.45,1702.09,1693.6,1698.9,2515768,2513012,2516808,2512540,2514820,30.52,30.6,30.92,30.33,29.86,22276,21304,20656,21764,21880
codewords_to_chars,480,640,480,513,10,6,0,9,1103.35,1107.83,1124.93,1112.8,1094.42,1517044,1513164,1516328,1513628,1515368,30.73,31.92,30.59,31.07,30.77,23268,21768,22772,22768,21284
codewords_to_chars,480,640,480,513,10,6,1,9,1064.8,1080.46,1081.4,1080.31,1073.56,1516280,1514392,1516444,1513416,1517516,31.76,31.22,30.9,30.9,30.55,22764,22240,22344,22792,22232
codewords_to_chars,480,640,462,580,21,13,0,10,1286.14,1315.96,1301.96,1315.94,1316.84,1619868,1617092,1619180,1618640,1621072,51.12,51.59,51.46,51.49,51.1,40156,39620,39728,38084,39808
codewords_to_chars,480,640,462,580,21,13,1,10,1264.58,1277.34,1325.28,1316.43,1295.67,1612880,1612900,1613668,1610588,1610252,51.44,50.92,51.22,52.04,51.53,40176,39296,39752,38684,39160
codewords_to_chars,480,640,462,580,21,13,5,10,1292.49,1292.69,1330.61,1301.93,1315.83,1619880,1622256,1620656,1620016,1619380,51.45,51.09,51.24,51.34,51.24,40296,40108,39596,39628,39616
codewords_to_chars,480,640,462,580,60,20,0,10,1731.23,1736.2,1760.6,1703.98,1720.5,1783196,1786640,1782720,1784900,1783960,82.64,84.08,84.74,82.27,82.72,79712,78644,78232,79120,78644
codewords_to_chars,480,640,462,580,60,20,1,10,1804.78,1719.07,1806.9,1785.16,1747.93,1796468,1794532,1792980,1793216,1790212,101.95,83.64,81.92,83.28,83.08,79216,79140,79144,79152,78620
codewords_to_chars,480,640,462,580,60,20,5,10,1732.1,1736.09,1721.97,1733.02,1783.96,1797948,1790276,1796016,1792684,1800156,82.48,96.84,94.32,82.18,83.2,79212,79136,79088,78656,78608
codewords_to_chars,480,640,462,580,60,20,8,10,1873.94,1823.59,1730.41,1793.24,1849.94,1789820,1794692,1791268,1788916,1791492,83.17,84.35,82.47,83.64,82.66,78744,78616,78652,79092,78612
codewords_to_chars,480,640,462,580,90,30,0,10,2682.12,2638.81,2635.56,2782.51,2948.48,2848724,2879804,2875344,2876520,2843520,142.87,144.34,143.72,141.18,172.26,147896,148916,148896,148996,148404
codewords_to_chars,480,640,462,580,90,30,1,10,2546.02,2641.17,2582.18,2637.09,2555.01,2883136,2842056,2872568,2843720,2868024,142.19,150.99,143.76,157.66,141.9,149792,148884,148764,149924,148264
codewords_to_chars,480,640,462,580,90,30,5,10,2688.14,3043.7,2636.13,2663.11,2937.21,2867416,2813048,2837132,2894256,2841648,140.13,141.03,144.19,144.63,141.29,149388,148308,148860,149256,148376
codewords_to_chars,480,640,462,580,90,30,8,10,2697.57,2655.24,2630.45,2652.79,2694.89,2872984,2851356,2832304,2832856,2831152,142.08,142.73,144.35,142.37,141.77,148904,148300,148828,149388,148432
codewords_to_chars,720,1080,720,1030,3,2,0,10,3652.91,3351.35,3593.61,3338.77,3637.08,4981780,4980332,4983332,4985428,4980208,30.84,30.02,30.62,29.77,30.55,21180,21336,21168,22376,21792
codewords_to_chars,720,1080,720,1030,3,2,1,10,3635.76,3469.58,3635.38,3617.33,3547.75,4983224,4973228,4978424,4984228,4972644,30.78,30.62,30.37,30.68,30.87,21268,21212,21788,20324,20672
codewords_to_chars,720,1080,720,1026,10,6,0,9,3710.19,4234.81,3782.5,3777.14,3678.49,5104024,5101648,5101320,5079948,5109556,33.19,36.5,31.42,31.79,31.52,22216,23332,21716,21864,22788
codewords_to_chars,720,1080,720,1026,10,6,1,9,3818.71,3763.31,3877.18,3730.11,3761.4,5103556,5108432,5107816,5103832,5104796,30.99,32.65,31.29,32.31,30.88,22736,21736,22764,22336,22192
codewords_to_chars,720,1080,693,870,21,13,0,10,2748.51,2654.69,2789.47,2683.71,2595.79,3301608,3304924,3303836,3299516,3299324,51.34,51.34,50.85,51.44,51.34,39188,40272,39592,40196,39124
codewords_to_chars,720,1080,693,870,21,13,1,10,2768.12,2577.67,2614.94,2587.61,2522.09,3302312,3301536,3293744,3295800,3294632,51.12,51.52,51.34,50.73,51.4,39600,38668,39220,40604,40196
codewords_to_chars,720,1080,693,870,21,13,5,10,2586.94,2578.12,2631.95,2594.57,2627.42,3295088,3292920,3297844,3294848,3296196,53.73,51.71,51.95,53.38,51.53,39724,39208,39272,40312,39208
codewords_to_chars,720,1080,693,870,60,20,0,10,3890.09,3834.89,3792.62,3946.92,3899.66,5073364,5075748,5075284,5085648,5075396,82.09,82.49,83.93,83.49,83.42,78592,78684,78640,78592,79656
codewords_to_chars,720,1080,693,870,60,20,1,10,3786.58,3824.06,3865.65,3777.78,3809.88,5049744,5070276,5070152,5071356,5068816,82.04,82.15,83.04,92.17,82.56,78604,77660,79600,79184,79152
codewords_to_chars,720,1080,693,870,60,20,5,10,3853.66,3998.55,3822.7,4000.6,4552.15,5080144,5081072,5078456,5078644,4989300,81.84,82.35,81.96,82.04,83.42,79740,78652,78572,80080,79636
codewords_to_chars,720,1080,693,870,60,20,8,10,3931.52,3882.98,3818.56,3839.01,3896.18,5076872,5063444,5065080,5062380,5061744,82.93,83.13,97.1,82.57,82.91,79684,78604,79232,79292,78596
codewords_to_chars,720,1080,693,870,90,30,0,10,4477.31,4428.26,4432.62,4379.7,4349.45,5253232,5238684,5245940,5230780,5267468,140.93,141.3,141.53,143.44,142.56,148876,148388,148984,149496,148436
codewords_to_chars,720,1080,693,870,90,30,1,10,4420.02,4486.11,4364.5,4428.75,4415.9,5230092,5228008,5225460,5245900,5272380,144.69,142.44,142.96,142.53,142.31,148996,148360,147848,148352,147940
codewords_to_chars,720,1080,693,870,90,30,5,10,4403.62,4400.52,4550.54,4359.64,4422.66,5226764,5233452,5250644,5231568,5237384,143.22,141.1,176.4,156.91,140.75,148404,148916,149472,148564,148432
codewords_to_chars,720,1080,693,870,90,30,8,10,4324.36,4322.3,4111.14,4314.6,4520.73,5209656,5209308,5227088,5224988,5239604,145.2,141.69,144.36,142.42,141.48,148384,149252,148332,148324,148792
codewords_to_chars,48,144,48,120,3,3,0,10,120.22,123.35,122.1,123.46,120.68,87280,90892,86252,91444,88828,31.03,29.87,30.18,30.09,30.65,21872,20740,20252,20168,21204
codewords_to_chars,48,144,48,120,3,3,1,10,121.08,122.89,122.24,123.98,123.11,90396,89888,89876,89432,87760,30.01,30.45,30.48,29.98,30.3,21680,22344,21208,21792,20860
codewords_to_chars,144,192,144,120,3,3,0,10,200.81,196.09,196.5,195.15,201.31,182196,186684,184632,186984,182616,30.94,30.36,29.99,30.1,30.53,22392,20700,21696,21252,21196
codewords_to_chars,144,192,144,120,3,3,1,10,197.56,197.98,195.81,193.44,200.7,182572,181856,182688,186200,182748,30.18,30.24,30.08,30.38,30.67,21348,21244,22356,20716,21200
codewords_to_chars,288,384,288,360,3,3,0,10,527.67,534.5,532.03,515.25,516.34,695248,696184,696164,694924,696264,30.39,30.76,30.11,30.78,30.14,21744,20764,22140,21176,20704
codewords_to_chars,288,384,288,360,3,3,1,10,526.8,524.48,527.08,536.75,524.92,696596,697288,695136,695244,694692,30.45,30.29,30.53,30.16,30.65,21184,21320,20208,21724,21272
codewords_to_chars,480,640,480,600,3,3,0,10,1125.42,1107.28,1121.14,1137.96,1109.4,1540488,1538760,1539836,1539160,1540124,30.82,30.98,31.01,30.64,31.34,22300,20788,21780,21232,20708
codewords_to_chars,480,640,480,600,3,3,1,10,1123.33,1322.06,1129.51,1119.82,1110.89,1540264,1535980,1538116,1539400,1537396,30.73,30.53,30.17,30.34,29.93,21172,21348,21264,22208,21172
codewords_to_chars,720,1080,702,1080,3,3,0,10,3411.49,3421.74,3716.72,3636.98,3273.97,5017960,5009792,5022020,5008328,5014868,31.25,31.0,30.6,30.33,30.58,21120,21268,21232,21728,21220
codewords_to_chars,720,1080,702,1080,3,3,1,10,3459.13,3511.85,3536.07,3767.86,3360.87,5010812,5024152,5015960,5023052,5021616,30.26,30.29,30.71,30.56,30.74,20728,21244,22256,21340,21716
full_circuit,288,384,273,290,90,30,0,10,13879.44,13189.05,13027.3,12996.88,13144.57,14480716,14479960,14480084,14480812,14482376,1986.31,2118.95,1984.51,1968.13,2078.75,2494120,2494060,2493588,2494144,2494580
full_circuit,48,144,48,120,3,3,0,10,859.83,856.74,879.19,869.05,875.55,644708,646048,645660,645148,643892,123.49,123.19,123.3,122.62,123.88,122912,123060,122964,124068,122996
full_circuit,48,144,48,120,3,3,1,10,842.9,831.81,835.93,848.42,833.23,657888,664600,659028,657432,657900,131.39,122.97,132.86,126.0,121.53,123572,123468,123064,123412,123904
full_circuit,144,192,144,120,3,3,0,10,1885.41,1912.79,1897.69,1878.39,1879.04,1515340,1517628,1498412,1499312,1499608,231.09,228.51,230.1,235.72,234.31,259080,258736,259132,260116,259076
full_circuit,144,192,144,120,3,3,1,10,1851.72,1866.44,1893.59,1893.81,1865.63,1512104,1499728,1508480,1509056,1508728,230.86,230.26,232.27,235.0,229.72,259744,260760,259704,259656,260712
full_circuit,144,192,140,171,10,6,0,9,2752.77,2647.34,2731.77,2726.9,2738.73,2323796,2323840,2338040,2337064,2322376,362.86,361.42,363.32,370.89,371.26,431808,431792,431340,431852,431292
full_circuit,144,192,140,171,10,6,1,9,2683.18,2666.18,2704.39,2695.89,2692.78,2313664,2331980,2318460,2318452,2333420,365.22,383.13,368.61,369.62,360.33,431220,431624,430144,431180,431156
full_circuit,288,384,273,290,90,30,8,10,13690.74,14400.54,13662.51,14207.22,13604.41,15114040,15115184,15109232,15112436,15114524,2009.55,1991.44,1987.06,1988.26,2003.12,2561916,2561852,2561888,2562856,2562892
words_pipeline,288,384,273,290,90,30,0,10,7583.75,7597.77,7540.11,7316.91,7370.36,9762244,9764028,9761344,9762588,9766200,1276.83,1274.76,1291.17,1277.57,1335.1,1775412,1775376,1775444,1775512,1775384
words_pipeline,288,384,273,290,90,30,1,10,7421.19,7642.66,7569.19,7370.96,7590.52,9762020,9765572,9760180,9763548,9762080,1307.26,1290.72,1285.21,1343.69,1291.63,1775384,1775432,1775404,1775508,1775420
words_pipeline,288,384,288,309,3,2,0,3,2277.29,2311.27,2329.66,2304.67,2293.76,2131000,2130772,2108316,2137652,2106596,213.43,212.83,214.69,213.19,212.42,242772,242204,243212,244208,243216
words_pipeline,288,384,288,309,3,2,1,3,2339.56,2306.22,2430.77,2311.02,2295.1,2130996,2125188,2103972,2121972,2129632,214.95,212.68,233.89,224.51,216.14,242740,242816,242140,242272,241796
words_pipeline,288,384,280,342,10,6,0,9,2398.75,2391.37,2448.07,2396.62,2395.16,2134476,2152292,2151896,2145232,2145812,265.42,264.52,261.12,261.44,275.8,304476,304504,304952,304944,303392
words_pipeline,288,384,273,290,21,13,0,10,3768.43,3709.4,3838.84,3712.97,3753.91,3294112,3297364,3314784,3298292,3319788,455.57,447.0,453.21,447.65,449.99,538788,539812,539316,540224,539856
words_pipeline,288,384,273,290,21,13,1,10,3673.07,3709.06,3683.81,3851.21,3737.18,3263820,3254644,3317056,3331724,3310112,462.1,447.02,447.79,451.73,449.13,539252,540224,539692,539272,539256
words_pipeline,288,384,273,290,21,13,5,10,3697.8,3811.84,3786.17,3821.99,3729.05,3259272,3334280,3302384,3280904,3294388,451.14,447.54,455.51,451.51,449.13,539288,540236,539228,538284,540332
words_pipeline,288,384,273,290,60,20,0,10,6093.97,5524.08,5452.16,5807.73,5769.54,5812224,5701896,5835600,5832176,5808876,829.16,803.41,807.26,800.22,829.02,1020612,1021500,1022024,1022500,1021668
words_pipeline,288,384,273,290,60,20,1,10,5887.82,5554.24,5737.89,5472.54,5774.84,5793224,5701852,5678044,5678968,5706216,800.68,796.22,798.27,820.66,805.92,1020576,1022032,1021060,1021068,1021476
words_pipeline,288,384,273,290,60,20,5,10,5957.46,5804.8,5377.19,5498.25,5612.51,5744092,5719912,5718760,5743164,5745444,826.31,797.49,800.15,799.34,804.81,1022000,1021560,1020520,1022472,1021344
words_pipeline,288,384,273,290,60,20,8,10,5789.2,5583.64,5753.68,5723.19,5730.99,5812764,5805916,5821816,5805360,5802180,789.82,788.05,797.14,793.02,817.47,1022060,1022520,1020768,1021056,1021024
words_pipeline,288,384,273,290,90,30,0,10,7594.37,7339.64,7360.34,7812.72,7571.67,9763876,9763084,9764796,9765424,9762184,1312.99,1296.97,1284.22,1297.3,1297.67,1775464,1775448,1775496,1775400,1775504
words_pipeline,288,384,273,290,90,30,1,10,7373.26,7357.4,7626.53,7368.93,7368.26,9765608,9759224,9767740,9766464,9761004,1303.22,1278.74,1341.17,1284.86,1283.88,1775472,1775496,1775432,1775464,1775400
words_pipeline,288,384,273,290,90,30,5,10,7199.43,7453.68,7597.03,7580.79,7710.91,9752796,9757060,9758200,9757120,9754560,1354.43,1322.09,1322.56,1336.8,1277.14,1775504,1775576,1775460,1775500,1775540
words_pipeline,288,384,273,290,90,30,8,10,7553.3,7365.82,7604.62,7520.25,7331.0,9765284,9760480,9761492,9760640,9764292,1299.02,1334.78,1326.96,1358.05,1282.35,1775524,1775420,1775488,1775488,1775528
words_pipeline,480,640,468,618,3,2,0,6,3545.3,3489.45,3663.39,3547.03,3481.37,3403184,3400696,3384756,3394692,3395056,255.71,260.8,254.57,255.39,255.82,297736,296588,297860,298756,298276
words_pipeline,480,640,468,618,3,2,1,6,3459.65,3497.13,3550.59,3499.6,3549.27,3402616,3403980,3391124,3400052,3396452,290.47,256.76,259.18,260.28,256.7,297784,297700,297796,297840,297736
words_pipeline,480,640,480,513,10,6,0,9,4501.6,4417.97,4341.85,4436.38,4504.23,3846192,3854704,3799048,3774500,3841924,442.41,444.01,448.09,443.76,453.98,537500,537968,537468,537464,537944
words_pipeline,480,640,462,580,21,13,0,10,7227.35,7053.72,7250.05,7233.34,6876.07,6252124,6274064,6276744,6278664,6277208,802.66,797.05,821.36,810.36,829.11,987532,987464,987968,988104,987536
words_pipeline,480,640,462,580,21,13,1,10,7282.28,7315.14,7502.43,7379.49,7215.01,6255100,6274756,6252484,6275848,6273696,847.49,822.59,805.94,802.64,817.62,988020,988520,988012,987552,987460
words_pipeline,480,640,462,580,21,13,5,10,7295.56,7076.1,7895.49,7288.35,7193.2,6277692,6286060,6250944,6246908,6281832,819.55,798.08,787.26,802.85,834.8,988080,988060,987980,987544,988520
words_pipeline,480,640,462,580,60,20,0,10,8739.68,8813.53,8493.57,8932.4,8718.34,8470268,8448092,8464308,8483964,8447644,1142.12,1031.41,1073.05,1049.12,1057.27,1305556,1306696,1306288,1307160,1307736
words_pipeline,480,640,462,580,60,20,1,10,8763.6,8706.69,8658.94,8761.66,8541.34,8463372,8481568,8505184,8500388,8491204,1048.29,1112.71,1075.06,1049.58,1057.11,1306100,1307268,1307604,1307240,1307220
words_pipeline,480,640,462,580,60,20,5,10,8795.53,8545.13,8842.53,8810.18,8572.44,8463128,8482144,8452040,8469656,8462712,1055.03,1044.96,1045.64,1103.86,1042.62,1306256,1307160,1307772,1307228,1307104
words_pipeline,480,640,462,580,60,20,8,10,9178.6,8806.98,8831.72,8592.23,8549.5,8432360,8430116,8429436,8430256,8432148,1048.44,1061.66,1051.85,1036.88,1108.27,1306512,1305480,1306556,1307624,1306448
words_pipeline,480,640,462,580,90,30,0,10,13827.07,13821.65,13743.86,13920.29,13497.93,14956972,14955196,14922400,14922636,14975144,2154.85,2047.53,2065.48,2037.65,2187.82,2566264,2566312,2565736,2565744,2565704
words_pipeline,480,640,462,580,90,30,1,10,13685.6,14266.1,13713.35,13825.63,13878.31,14962520,14913632,14956320,14925428,14955072,2054.27,2065.82,2058.1,2077.33,2076.17,2567272,2566784,2566720,2565204,2565780
