circuit,image_rows,image_cols,barcode_rows,barcode_cols,max_rows,max_cols,max_ec_level,chunk_size,prover_time_1,prover_time_2,prover_time_3,prover_time_4,prover_time_5,prover_ram_1,prover_ram_2,prover_ram_3,prover_ram_4,prover_ram_5,verifier_time_1,verifier_time_2,verifier_time_3,verifier_time_4,verifier_time_5,verifier_ram_1,verifier_ram_2,verifier_ram_3,verifier_ram_4,verifier_ram_5
check_barcode_stats,480,640,462,580,90,30,1,10,1622.24,1646.61,1632.97,1617.99,1607.49,2530456,2532360,2532888,2533240,2532176,21.71,21.9,22.25,21.53,21.62,16660,17172,16076,17732,16656
check_barcode_stats,480,640,462,580,90,30,5,10,1650.9,1695.4,1664.22,1665.49,1700.09,2533520,2532512,2532464,2533496,2532304,21.3,21.65,21.44,21.16,21.3,17148,17184,16572,17276,17180
check_barcode_stats,480,640,462,580,90,30,8,10,1656.91,1673.55,1640.78,1677.8,1654.77,2536672,2534620,2533644,2534776,2535168,21.38,21.62,21.9,22.43,21.58,17692,16052,16116,17660,17204
check_barcode_stats,720,1080,720,1030,3,2,0,10,3519.5,3622.41,3077.39,3490.9,3311.36,4967424,4968488,4968584,4969376,4967044,19.76,22.82,19.35,26.63,19.18,17248,17708,16720,17140,17684
check_barcode_stats,720,1080,720,1030,3,2,1,10,3328.26,3456.05,3643.12,3582.2,3633.71,4971468,4969984,4966952,4968408,4968412,19.48,19.08,19.12,19.41,20.0,16676,16624,16636,16156,16084
check_barcode_stats,720,1080,720,1026,10,6,0,9,3690.67,3751.91,3781.4,3779.58,3763.0,5088872,5085836,5088868,5088648,5088040,26.46,19.08,19.34,26.84,19.23,16712,17120,16044,17184,16576
check_barcode_stats,720,1080,720,1026,10,6,1,9,4245.48,4330.68,3678.8,3635.11,3735.23,5087408,5092540,5092092,5080896,5091428,19.47,19.14,19.13,19.85,19.45,16648,17196,16064,16184,16692
check_barcode_stats,720,1080,693,870,21,13,0,10,2389.09,2383.56,2378.38,2358.1,2370.86,3238392,3239568,3235192,3239576,3238884,19.59,19.25,19.44,18.94,19.26,17084,18148,17172,16144,17108
check_barcode_stats,720,1080,693,870,21,13,1,10,2379.52,2390.32,2378.81,2297.26,2362.53,3235608,3238436,3234944,3229088,3238924,19.89,19.58,19.8,19.24,19.84,16640,17212,17088,17652,16612
check_barcode_stats,720,1080,693,870,21,13,5,10,2333.66,2383.5,2351.92,2317.93,2355.57,3234760,3234836,3238484,3239840,3238468,19.2,26.97,19.03,19.7,19.27,16660,16576,16656,16168,17148
check_barcode_stats,720,1080,693,870,60,20,0,10,3213.74,3184.07,3205.77,3215.54,3186.83,4948796,4946268,4950828,4951732,4949696,21.66,21.33,21.31,21.86,22.53,16580,17164,17248,17196,17196
check_barcode_stats,720,1080,693,870,60,20,1,10,3230.65,3093.77,3128.13,3206.71,3269.21,4948276,4950744,4937364,4942460,4947308,21.64,21.59,29.03,21.86,22.27,17168,16556,17612,18200,17624
check_barcode_stats,720,1080,693,870,60,20,5,10,3216.6,3226.37,3220.25,3199.89,3198.06,4945492,4941860,4947112,4952016,4952344,21.97,21.95,23.97,22.55,21.71,16604,17648,17100,16092,18168
check_barcode_stats,720,1080,693,870,60,20,8,10,3205.69,3202.73,3351.81,3191.77,3186.28,4952416,4949320,4947248,4946188,4939304,21.61,21.5,21.06,21.88,21.42,16672,17740,16060,17168,17564
check_barcode_stats,720,1080,693,870,90,30,0,10,3407.35,3409.51,3371.22,3467.2,3390.3,5087460,5086628,5087172,5085076,5086500,21.92,21.78,22.3,21.69,23.98,17040,16088,16640,17680,17652
check_barcode_stats,720,1080,693,870,90,30,1,10,3455.2,3364.52,3383.6,3433.26,3366.34,5084592,5084180,5084496,5085048,5084012,21.58,21.98,21.74,21.75,22.03,17632,16600,17092,17648,16592
check_barcode_stats,720,1080,693,870,90,30,5,10,3445.64,3360.55,3316.59,3461.6,3380.35,5083520,5084064,5088336,5085744,5084428,21.31,21.49,21.41,23.95,22.92,17096,17172,17644,17104,16696
check_barcode_stats,720,1080,693,870,90,30,8,10,4199.05,3261.83,3387.2,3483.4,3351.38,5080640,5082500,5086664,5089816,5082164,21.45,21.2,21.46,21.87,21.24,17672,17668,18248,17160,17680
check_barcode_stats,48,144,48,120,3,3,0,10,71.42,69.88,69.84,69.94,68.57,67356,67860,66324,66312,64812,19.18,19.31,19.27,19.45,19.19,17672,17228,16740,17160,17608
check_barcode_stats,48,144,48,120,3,3,1,10,71.14,69.62,68.41,69.97,69.52,66912,66276,67888,66804,65928,19.2,19.1,19.26,19.18,19.99,16088,17716,16564,16156,16612
check_barcode_stats,144,192,144,120,3,3,0,10,142.26,144.43,146.99,141.97,145.38,182124,176532,177092,177208,176420,19.68,19.57,19.04,19.18,19.17,16704,16048,17056,16724,16648
check_barcode_stats,144,192,144,120,3,3,1,10,144.46,144.41,143.87,143.52,143.44,176400,175992,175972,176864,175956,19.23,19.67,19.07,19.29,19.13,17096,17164,17744,16668,16592
check_barcode_stats,288,384,288,360,3,3,0,10,476.28,476.19,473.72,538.48,466.5,683440,687860,686780,687548,689172,22.83,19.21,19.1,19.65,19.51,16068,17132,17192,16036,17204
check_barcode_stats,288,384,288,360,3,3,1,10,478.28,473.86,482.41,474.64,468.54,687016,687488,683968,686076,686512,19.41,20.17,19.04,19.06,18.94,16100,17164,17204,17184,16620
check_barcode_stats,480,640,480,600,3,3,0,10,1062.39,1045.25,1045.47,1042.83,1045.25,1527388,1526308,1524380,1528216,1528996,18.98,19.31,19.58,19.38,19.53,17736,16148,17148,17676,16620
check_barcode_stats,480,640,480,600,3,3,1,10,1067.55,1083.12,1062.96,1072.45,1058.87,1530124,1527460,1525752,1527436,1527504,27.33,18.88,19.41,19.34,22.53,16648,17160,16100,16652,17192
check_barcode_stats,720,1080,702,1080,3,3,0,10,3345.8,3534.18,3275.03,3270.43,3422.39,5006260,5006804,5004788,5007896,5011304,19.8,21.6,19.68,19.14,19.35,16156,16696,16600,17172,17584
check_barcode_stats,720,1080,702,1080,3,3,1,10,3416.68,3530.6,3413.28,4064.82,3345.33,5008200,5006060,5006856,5005816,5011428,19.42,19.59,22.62,19.11,19.79,17652,16648,17232,17124,16252
check_error_correction,288,384,273,290,90,30,0,10,561.08,573.1,568.25,566.53,565.38,785560,785236,787000,785116,786344,24.5,24.57,24.4,24.69,24.13,18692,18148,18708,18124,17660
check_error_correction,288,384,273,290,90,30,1,10,576.39,571.98,571.52,562.27,560.0,788580,788280,789588,786964,789152,24.74,24.79,24.96,25.2,24.8,18724,18672,18720,18744,18172
check_error_correction,288,384,288,309,3,2,0,3,796.15,810.2,800.53,823.07,788.35,1252868,1253984,1253376,1253916,1254460,19.3,19.07,19.08,19.55,26.05,16596,17612,16576,16588,17060
check_error_correction,288,384,288,309,3,2,1,3,925.67,832.27,830.27,811.85,798.8,1252956,1248700,1248952,1250844,1249968,19.42,19.78,20.21,20.15,19.74,17244,17704,17244,17120,16632
check_error_correction,288,384,280,342,10,6,0,9,487.61,477.4,547.22,486.13,482.25,695148,693920,695012,694404,695192,19.57,27.19,19.35,20.11,19.44,16096,17600,17680,16636,16096
check_error_correction,288,384,273,290,21,13,0,10,471.16,470.67,464.3,474.94,472.08,678372,678852,677716,682448,682068,21.5,21.51,21.25,21.56,21.08,16636,16652,17220,17708,17656
check_error_correction,288,384,273,290,21,13,1,10,458.55,466.7,462.41,457.98,481.25,678300,676556,672648,678948,678424,21.48,21.69,21.7,28.08,21.46,16168,17716,17716,18256,18172
check_error_correction,288,384,273,290,21,13,5,10,514.14,513.56,512.16,504.8,510.74,682936,686108,683428,685716,684888,25.37,26.27,25.49,25.61,25.73,20172,19232,20256,19812,19680
check_error_correction,288,384,273,290,60,20,0,10,512.37,508.5,513.12,511.66,517.0,724956,726100,725548,725588,724580,21.43,28.24,21.35,21.59,21.32,17108,17072,16152,17648,16604
check_error_correction,288,384,273,290,60,20,1,10,502.34,502.71,508.61,510.8,510.34,724672,728148,725708,725512,726760,21.72,21.87,22.09,21.97,21.87,17188,17160,18228,17160,18284
check_error_correction,288,384,273,290,60,20,5,10,557.97,572.48,558.36,581.28,575.56,745508,743624,745348,743080,742776,28.7,29.1,28.76,29.12,29.12,22772,22328,21268,22748,22816
check_error_correction,288,384,273,290,60,20,8,10,876.86,903.39,948.89,907.56,936.41,945212,949072,948176,948504,944900,70.5,70.65,70.03,70.57,70.68,62036,62068,62072,61980,62084
check_error_correction,288,384,273,290,90,30,0,10,561.6,576.21,572.81,564.76,576.47,787324,783528,785952,787228,786064,25.23,32.35,24.06,23.72,31.67,18252,17784,19224,18304,18204
check_error_correction,288,384,273,290,90,30,1,10,571.27,579.72,578.29,581.24,579.29,789028,789108,787464,784688,787992,25.31,25.32,25.16,25.93,25.42,18708,18656,18764,18716,18680
check_error_correction,288,384,273,290,90,30,5,10,651.67,681.0,666.44,666.86,663.53,825660,824832,824544,816468,824688,34.46,34.77,34.06,34.17,34.33,35568,35600,35552,35520,35536
check_error_correction,288,384,273,290,90,30,8,10,1532.85,1490.19,1525.39,1567.26,1546.51,1450132,1450632,1449252,1456016,1449400,110.77,111.36,111.59,111.13,111.04,98076,96996,98108,97056,97984
check_error_correction,480,640,468,618,3,2,0,6,1645.05,1599.7,1585.34,1574.07,1598.26,2500972,2502704,2501460,2501308,2500664,19.45,19.24,26.98,24.7,19.27,16680,16036,17192,16728,16600
check_error_correction,480,640,468,618,3,2,1,6,1591.69,1625.19,1592.49,1598.68,1559.59,2501228,2500412,2498220,2501868,2500996,19.83,19.37,19.8,19.7,19.88,17168,16676,16648,16680,16624
check_error_correction,480,640,480,513,10,6,0,9,1022.12,1027.14,1062.99,1033.09,1032.2,1498972,1500524,1500580,1501192,1500976,25.96,27.11,19.71,19.63,23.53,17616,16616,16580,16708,16676
check_error_correction,480,640,462,580,21,13,0,10,1096.5,1092.41,1110.36,1073.12,1094.25,1555852,1555504,1554932,1554684,1555028,21.34,20.99,21.51,21.37,21.42,16580,18108,16224,17264,18284
check_error_correction,480,640,462,580,21,13,1,10,1113.15,1120.57,1103.32,1101.05,1102.12,1559628,1555584,1556616,1560536,1553988,21.26,21.74,21.73,21.93,21.86,17112,17072,17108,17096,17064
check_error_correction,480,640,462,580,21,13,5,10,1131.84,1124.34,1139.32,1168.68,1132.17,1566340,1566152,1564404,1567156,1566904,25.78,26.64,25.66,25.66,25.43,19720,20720,19640,19768,20744
check_error_correction,480,640,462,580,60,20,0,10,1175.76,1191.2,1170.7,1169.94,1196.34,1643456,1644372,1643996,1646340,1645984,21.73,21.63,21.54,21.43,21.43,16576,16572,16156,17632,16636
check_error_correction,480,640,462,580,60,20,1,10,1176.52,1174.76,1182.19,1193.06,1187.19,1645496,1645052,1642388,1643516,1645624,21.69,21.7,21.75,21.85,21.88,17588,18688,16656,16620,17088
check_error_correction,480,640,462,580,60,20,5,10,1240.92,1256.64,1257.15,1257.39,1253.42,1665524,1666092,1666860,1668096,1665748,29.33,29.0,29.13,28.95,30.69,22280,21664,22864,22312,22252
check_error_correction,480,640,462,580,60,20,8,10,1731.15,1843.5,1792.78,1831.29,1830.83,1822060,1821364,1821168,1820844,1818904,69.36,69.92,70.09,70.58,70.65,61996,62144,62016,62048,62048
check_error_correction,480,640,462,580,90,30,0,10,1629.82,1655.47,1633.06,1644.17,2024.22,2538000,2537152,2536556,2538404,2538604,24.35,26.94,24.52,24.84,32.26,19236,18156,17744,19136,19804
check_error_correction,480,640,462,580,90,30,1,10,1707.54,1707.95,1693.73,1652.07,1712.21,2537728,2534992,2537748,2537652,2538596,25.39,25.03,25.84,25.05,25.16,18224,18620,18188,17728,18120
check_error_correction,480,640,468,618,3,2,0,6,1611.98,1636.2,1843.08,1614.05,1628.72,2501980,2498756,2502572,2501728,2501184,19.3,19.37,26.33,19.38,18.88,16588,16624,17652,16588,17136
check_error_correction,480,640,468,618,3,2,1,6,1606.98,1619.27,1606.83,1598.27,1601.59,2501824,2500084,2500888,2500712,2498700,19.65,19.66,19.93,19.89,19.82,16596,17220,16632,16140,17232
check_error_correction,480,640,480,513,10,6,0,9,1033.7,1230.37,1041.06,1034.57,1026.7,1500936,1501460,1498956,1501036,1500920,27.21,19.32,19.3,19.62,19.14,17652,17192,17244,16660,17708
check_error_correction,480,640,480,513,10,6,1,9,1045.13,1036.5,1040.63,1003.08,1026.1,1501120,1501556,1501440,1502660,1498480,19.88,19.82,19.5,19.85,19.64,16216,16636,16124,17204,17752
check_error_correction,480,640,462,580,21,13,0,10,1081.61,1085.98,1126.02,1099.46,1106.48,1559512,1558552,1557812,1557080,1558908,29.38,28.67,21.25,22.29,21.32,16564,18244,16608,16592,17196
check_error_correction,480,640,462,580,21,13,1,10,1086.76,1071.66,1079.26,1084.41,1082.16,1555756,1555228,1555984,1560624,1554300,25.05,22.01,21.82,21.8,23.38,18172,18212,17116,18716,17164
check_error_correction,480,640,462,580,21,13,5,10,1131.5,1142.51,1138.03,1143.1,1132.31,1566612,1567108,1564120,1566668,1566552,25.52,25.88,25.68,26.02,26.39,18712,19748,18092,19184,20300
check_error_correction,480,640,462,580,60,20,0,10,1209.87,1377.86,1181.58,1174.57,1159.39,1644068,1646684,1645204,1644324,1646536,21.65,21.43,28.64,21.39,21.04,17112,18276,18232,17740,17648
check_error_correction,480,640,462,580,60,20,1,10,1186.02,1183.42,1178.0,1196.82,1195.85,1646236,1645320,1645520,1646672,1644036,22.13,24.83,22.25,22.3,21.78,17724,17144,16640,17080,17192
check_error_correction,480,640,462,580,60,20,5,10,1235.25,1258.67,1255.57,1277.68,1285.98,1667256,1667132,1668696,1668028,1662484,30.21,29.58,29.36,28.81,29.27,22288,21824,21756,22300,22372
check_error_correction,480,640,462,580,60,20,8,10,1689.95,1831.28,1715.76,1812.54,1718.14,1819664,1821328,1821532,1819476,1820128,70.76,70.55,70.27,70.01,71.37,62012,62020,62080,62068,62636
check_error_correction,480,640,462,580,90,30,0,10,1645.29,1690.32,1687.13,1699.16,1667.09,2536752,2537360,2537576,2537988,2537480,26.16,24.6,24.63,24.84,24.67,18632,18624,19768,17668,18716
check_error_correction,480,640,462,580,90,30,1,10,1623.65,1667.53,1642.3,1733.55,1683.81,2538500,2538764,2537404,2541148,2540660,25.29,25.3,25.14,25.08,25.29,18708,18632,18148,18728,18072
check_error_correction,480,640,462,580,90,30,5,10,1766.53,1853.36,1786.15,1804.87,1866.91,2568272,2570592,2566876,2568384,2570292,34.75,33.63,34.67,34.43,34.12,35616,35568,36152,36104,36144
check_error_correction,480,640,462,580,90,30,8,10,2586.89,2631.38,2574.74,2607.48,2634.02,2823096,2828028,2858904,2843892,2845172,111.0,110.88,110.83,110.35,110.71,96924,98020,99000,96956,98500
check_error_correction,720,1080,720,1030,3,2,0,10,3601.08,3420.59,3479.91,3492.6,4340.01,4970044,4968932,4969128,4968968,4958152,26.51,19.3,18.98,19.54,19.95,16256,17100,17116,17608,17112
check_error_correction,720,1080,720,1030,3,2,1,10,3521.47,3514.76,3568.76,4122.98,3450.25,4968400,4969228,4968480,4967876,4968128,19.96,19.94,19.97,19.55,19.61,15584,16624,16108,17648,17692
check_error_correction,720,1080,720,1026,10,6,0,9,3647.86,3402.79,3230.77,3831.51,3751.93,5088312,5093148,5093032,5088256,5086836,22.62,19.36,19.34,27.3,19.74,17144,16128,16680,16556,16612
check_error_correction,720,1080,720,1026,10,6,1,9,3757.45,3708.89,3702.3,3611.01,3645.92,5084292,5087512,5086268,5080920,5088412,19.95,20.44,19.86,19.92,19.8,16100,16156,16668,15668,17112
check_error_correction,720,1080,693,870,21,13,0,10,2363.61,2349.56,2350.68,2397.33,2368.05,3234608,3236112,3235248,3236268,3238920,28.33,21.77,21.04,21.16,21.51,16596,17140,17616,17180,17120
check_error_correction,720,1080,693,870,21,13,1,10,2380.03,2380.77,2393.28,2406.83,2401.12,3240036,3232704,3234640,3239440,3239444,21.98,29.09,24.73,21.77,21.76,17136,18092,18140,16100,16648
check_error_correction,720,1080,693,870,21,13,5,10,2419.72,2393.1,2411.65,2395.24,2429.75,3247980,3243044,3246168,3244492,3249528,26.0,25.73,26.45,25.81,26.11,19160,19652,19732,19684,20204
check_error_correction,720,1080,693,870,60,20,0,10,3193.92,3166.3,3277.38,3151.36,3173.74,4943848,4950496,4939564,4946740,4953876,20.92,21.4,21.13,21.15,21.28,16656,17120,17740,16668,17088
check_error_correction,720,1080,693,870,60,20,1,10,3258.63,3213.82,3225.18,3217.63,3185.4,4948660,4953336,4948876,4948872,4949124,22.08,22.18,22.06,22.27,22.01,16692,16668,17772,17752,16672
check_error_correction,720,1080,693,870,60,20,5,10,3433.19,3342.24,3413.91,3413.18,3323.09,4971680,4963328,4969176,4971508,4962280,29.13,29.15,29.37,29.13,29.15,22716,22304,22728,21660,22840
check_error_correction,720,1080,693,870,60,20,8,10,3826.27,3795.69,3876.14,3849.12,3811.62,5080820,5078856,5079604,5080164,5075104,69.7,69.93,70.55,69.78,70.7,61972,61960,61984,61960,62512
check_error_correction,720,1080,693,870,90,30,0,10,3320.2,3384.47,3494.0,3367.91,4177.51,5090336,5084964,5094236,5090640,5089328,24.09,24.16,24.41,24.34,24.22,18736,18628,18736,17636,19124
check_error_correction,720,1080,693,870,90,30,1,10,3437.24,3363.59,3471.09,3391.7,3480.28,5091376,5092764,5091736,5088140,5089672,26.45,25.31,25.12,31.94,24.81,18688,18668,18748,19232,19320
check_error_correction,720,1080,693,870,90,30,5,10,3557.7,3542.81,3508.3,3576.25,3569.44,5116872,5119000,5117940,5117204,5116796,34.4,34.4,34.53,34.62,35.0,35572,35524,35556,36056,35596
check_error_correction,720,1080,693,870,90,30,8,10,4352.37,4300.24,4387.08,4310.47,4436.92,5322824,5294968,5324272,5304108,5273968,110.39,110.88,111.84,110.62,111.68,97944,97992,97576,98684,98624
check_error_correction,48,144,48,120,3,3,0,10,70.2,68.85,69.07,69.49,75.35,66300,66296,65896,65280,66264,19.35,19.97,19.08,19.24,19.21,17132,16208,16588,16664,16664
check_error_correction,48,144,48,120,3,3,1,10,70.15,71.22,70.55,72.66,72.42,66332,65772,67348,66808,68384,20.01,19.75,19.57,20.74,19.97,16076,16732,17204,16704,17656
check_error_correction,144,192,144,120,3,3,0,10,144.86,143.44,141.8,142.47,146.83,176968,176224,175924,181132,176916,19.48,19.3,21.72,19.34,19.22,17192,16144,16640,17572,16096
check_error_correction,144,192,144,120,3,3,1,10,145.18,145.47,145.86,146.19,145.33,175708,176056,177012,176292,177308,19.6,20.07,19.92,19.52,19.23,16220,17116,17068,17108,18276
check_error_correction,288,384,288,360,3,3,0,10,467.73,534.08,468.4,469.31,471.63,680180,686944,687544,688584,689044,19.46,19.25,19.38,19.28,26.87,16072,16136,17632,16692,17696
check_error_correction,288,384,288,360,3,3,1,10,469.45,472.84,472.7,479.83,470.2,688024,687496,686016,683684,680720,19.83,19.36,19.88,19.25,22.49,16692,17144,17696,17120,16716
check_error_correction,480,640,480,600,3,3,0,10,1054.27,1049.33,1042.05,1080.3,1072.77,1527988,1528104,1526188,1528980,1525160,19.74,27.01,19.16,19.42,26.33,17248,16708,16732,17200,16576
check_error_correction,480,640,480,600,3,3,1,10,1061.16,1053.53,1067.82,1085.08,1266.56,1528072,1526808,1522548,1530196,1527412,26.6,27.73,20.08,19.67,19.51,17132,17184,17180,16596,16572
check_error_correction,720,1080,702,1080,3,3,0,10,3465.91,3652.89,3466.54,3548.18,3252.67,5006684,5009524,5009232,5010288,5006352,19.26,19.23,19.11,19.53,19.35,17720,16252,16664,17212,17200
check_error_correction,720,1080,702,1080,3,3,1,10,3554.09,3566.98,3234.67,3409.29,3518.83,4999544,5005104,5006932,5003968,4996448,19.93,19.77,20.09,19.6,20.4,17708,16560,17256,16180,16672
check_num_cw,288,384,273,290,90,30,0,10,634.8,647.62,648.34,650.05,647.37,812096,804176,811640,811756,810884,37.71,37.27,38.0,37.93,38.28,26344,27424,27900,27876,27860
check_num_cw,288,384,273,290,90,30,1,10,653.18,651.68,650.83,650.36,661.99,805404,811636,811164,804404,803600,37.76,37.84,37.2,38.61,37.61,27888,26896,28380,27968,28016
check_num_cw,288,384,288,309,3,2,0,3,817.62,823.49,795.37,830.35,827.8,1253356,1252396,1247132,1253464,1249368,27.07,19.19,19.29,19.63,19.73,16256,17224,16092,16636,17124
check_num_cw,288,384,288,309,3,2,1,3,802.68,792.4,797.84,801.49,806.24,1248388,1249904,1250832,1250872,1249844,19.59,18.96,19.66,18.96,19.75,17108,17120,15556,17180,16208
check_num_cw,288,384,280,342,10,6,0,9,477.93,486.46,490.24,487.78,484.75,695724,695636,694780,690956,696064,21.69,21.87,21.6,21.61,21.69,17188,17124,17688,18124,17072
check_num_cw,288,384,273,290,21,13,0,10,466.86,482.3,479.87,480.97,478.01,679816,678940,678936,679432,677880,22.08,22.23,22.01,22.48,22.18,17716,17668,17612,17696,18736
check_num_cw,288,384,273,290,21,13,1,10,467.42,463.24,463.53,470.98,482.54,678796,679152,673052,676276,674516,22.15,22.12,22.25,22.37,22.24,18216,17672,16672,17228,17660
check_num_cw,288,384,273,290,21,13,5,10,474.98,474.98,482.08,482.92,468.1,674232,678452,678772,678468,678888,22.21,22.06,28.93,22.48,22.18,18284,17188,17164,16000,16132
check_num_cw,288,384,273,290,60,20,0,10,549.04,550.3,553.84,554.25,553.48,740476,740396,740952,739984,739392,30.53,30.69,30.07,30.51,30.23,22860,21720,21716,22288,21788
check_num_cw,288,384,273,290,60,20,1,10,546.84,549.37,555.21,550.67,558.26,738996,740476,739432,740980,740932,30.64,30.62,30.6,30.69,30.64,21208,21860,21792,21748,21844
check_num_cw,288,384,273,290,60,20,5,10,537.74,553.3,559.78,538.63,554.68,741424,740012,740492,740028,739988,30.72,31.14,30.36,30.2,30.36,21228,22888,22328,21216,21240
check_num_cw,288,384,273,290,60,20,8,10,542.71,551.49,551.72,538.86,546.33,741132,740956,742028,740472,741084,30.19,31.08,30.39,29.97,31.47,21880,21260,21740,22240,21840
check_num_cw,288,384,273,290,90,30,0,10,663.85,663.61,663.09,655.26,657.31,811980,812164,804420,810184,812188,38.84,37.54,37.7,37.73,37.64,26976,26800,27340,27360,28520
check_num_cw,288,384,273,290,90,30,1,10,662.62,660.51,647.63,647.26,646.85,811528,804196,811100,805008,804988,37.5,38.78,37.53,37.2,38.14,27476,27912,27884,27976,27444
check_num_cw,288,384,273,290,90,30,5,10,649.88,640.92,650.29,637.23,649.27,809380,808268,809556,808264,810692,37.57,37.94,38.64,37.86,37.47,28396,26848,27956,27384,27328
check_num_cw,288,384,273,290,90,30,8,10,654.94,661.67,666.69,760.23,656.38,804900,805240,804536,803896,804628,38.33,38.65,37.64,37.91,38.08,27412,27312,27428,28488,28520
check_num_cw,480,640,468,618,3,2,0,6,1600.92,1604.63,1618.16,1610.33,1613.01,2499492,2500152,2501652,2501408,2500220,19.74,26.9,19.47,19.61,19.6,17148,17196,16064,16636,16692
check_num_cw,480,640,468,618,3,2,1,6,1598.72,1570.98,1585.09,1583.77,1586.93,2500136,2499992,2502472,2498172,2501916,19.76,19.43,19.58,19.52,19.33,16744,17060,17188,16124,16172
check_num_cw,480,640,480,513,10,6,0,9,1054.99,1052.9,1078.25,1045.91,1047.95,1501488,1497868,1500640,1502624,1501004,21.58,21.34,24.07,21.18,21.75,18744,17148,16564,16724,17176
check_num_cw,480,640,462,580,21,13,0,10,1111.07,1094.54,1095.46,1089.58,1290.03,1555896,1557036,1559880,1556840,1556864,22.32,29.86,22.36,22.05,21.72,16724,17180,16096,17076,17604
check_num_cw,480,640,462,580,21,13,1,10,1279.27,1103.55,1280.4,1288.67,1101.58,1561644,1560520,1561488,1562168,1555540,21.91,22.1,22.61,22.12,22.15,18136,17088,17676,17708,17732
check_num_cw,480,640,462,580,21,13,5,10,1119.44,1096.66,1087.11,1104.44,1102.63,1556736,1557896,1559104,1557816,1560076,22.35,22.24,29.16,22.8,22.03,17108,18096,17044,17764,17636
check_num_cw,480,640,462,580,60,20,0,10,1234.68,1227.57,1244.21,1226.83,1230.1,1656712,1658196,1657704,1656776,1657116,30.59,30.75,30.93,30.45,30.7,20840,21280,21320,22312,21272
check_num_cw,480,640,462,580,60,20,1,10,1218.11,1237.42,1237.56,1246.23,1243.31,1657664,1660080,1656740,1658600,1657260,30.52,30.35,30.26,30.76,30.99,21684,21728,22244,20796,21284
check_num_cw,480,640,462,580,60,20,5,10,1221.84,1195.78,1224.95,1232.31,1184.16,1659812,1657336,1660912,1655388,1658584,30.63,30.44,30.34,30.83,30.54,20240,21248,21312,22332,21336
check_num_cw,480,640,462,580,60,20,8,10,1237.62,1231.17,1225.43,1236.87,1219.62,1658156,1661244,1660972,1656768,1660392,30.91,30.55,30.48,30.75,30.96,22672,21276,22236,20796,20776
check_num_cw,480,640,462,580,90,30,0,10,1774.86,1739.15,1741.42,1716.36,1745.8,2554828,2557084,2557716,2556852,2557416,37.56,38.61,37.34,38.7,37.93,26892,26868,27264,28468,27352
check_num_cw,480,640,462,580,90,30,1,10,1802.7,1804.49,1774.91,1767.61,1775.38,2559416,2552936,2557040,2554560,2557348,37.6,38.12,37.93,38.33,39.58,26864,28012,27420,27308,26804
check_num_cw,480,640,468,618,3,2,0,6,1616.83,1639.29,1622.37,1603.53,1588.92,2501224,2500672,2496832,2499164,2502704,26.64,19.08,19.55,19.41,22.76,16684,16112,16220,16692,17784
check_num_cw,480,640,468,618,3,2,1,6,1614.8,1599.21,1567.88,1626.89,1612.25,2497300,2501204,2501780,2502252,2501744,19.21,19.53,19.54,22.08,19.12,17160,17740,17120,17084,17624
check_num_cw,480,640,480,513,10,6,0,9,1044.38,1049.62,1051.09,1065.39,1041.6,1502104,1501548,1499524,1502072,1499452,21.76,21.99,22.09,21.68,21.39,16596,17648,17124,17140,18232
check_num_cw,480,640,480,513,10,6,1,9,1003.53,1017.33,1017.14,1008.08,1022.85,1501004,1501080,1502684,1503028,1500020,22.69,21.37,28.51,21.36,21.91,17040,17208,17720,16716,16668
check_num_cw,480,640,462,580,21,13,0,10,1099.16,1102.76,1109.1,1112.55,1103.73,1557632,1557696,1555404,1560600,1553940,22.45,30.1,22.42,22.61,22.86,17684,18220,16572,17188,17236
check_num_cw,480,640,462,580,21,13,1,10,1078.3,1086.9,1091.1,1101.5,1106.8,1555256,1558364,1556380,1556472,1553584,21.86,23.39,22.27,21.91,22.31,17208,16044,16616,16752,18192
check_num_cw,480,640,462,580,21,13,5,10,1092.62,1099.08,1107.66,1122.54,1119.02,1555748,1559524,1561164,1557004,1558760,28.58,22.18,21.57,21.85,22.25,17712,17180,18788,17168,18252
check_num_cw,480,640,462,580,60,20,0,10,1231.93,1233.98,1240.83,1240.31,1230.19,1661596,1655316,1656784,1657832,1657064,30.49,30.44,30.29,30.76,29.84,21708,21832,21844,22376,21716
check_num_cw,480,640,462,580,60,20,1,10,1193.71,1228.31,1226.3,1252.22,1239.25,1657112,1659664,1658516,1655820,1656164,30.07,30.56,30.35,30.18,30.64,22312,21792,21276,21828,21744
check_num_cw,480,640,462,580,60,20,5,10,1236.31,1242.14,1223.99,1220.88,1230.6,1660004,1658088,1659576,1660336,1658124,30.5,30.71,30.67,30.26,30.15,22248,21292,22356,21696,20696
check_num_cw,480,640,462,580,60,20,8,10,1205.32,1246.47,1225.12,1227.56,1456.1,1659952,1657840,1658752,1657184,1657008,30.01,30.59,29.81,30.04,30.11,20776,21176,22812,22244,21736
check_num_cw,480,640,462,580,90,30,0,10,1748.65,1773.63,1798.16,1796.6,1810.5,2559896,2555900,2553952,2554768,2558476,37.8,37.59,38.47,38.64,37.98,28900,27888,28960,26328,27924
